id,Comment,Label,source_label
ext_00915,Uppi sir vicoe nali madirodu super bro,Non-Hate,Not_offensive
ext_00916,Thu sooolemagane Bari star madya tandido kelsa madtiralo ibru kuda nam Kannada actors ibrigu nam support yavaglu irutte nimmanta soolemaklu ibru madyaadali tandidtira,Hate,Offensive_Targeted_Insult_Individual
ext_00917,D Boss abimanigala kadeyinda avne srimannarayana chitrakke all the best,Non-Hate,Not_offensive
ext_00918,Mutturaj Melageri ಸೂಪರ್,Non-Hate,Not_offensive
ext_00919,Guru nin super guru osm voice guru nindu,Non-Hate,Not_offensive
ext_00920,Super song and super singer sir,Non-Hate,Not_offensive
ext_00921,Diya thumba chennagide ondu olle prayathna movie kone vargu sinimada ondu bhagavagi ondu olle feeling nalli movie na nodthidde but kone seen nijakku ishata aglilla tragidi ishtondu bekitta ellara manisige ishta ada adi na sayisbekitta so last seen nodida thakshna alliyavaregu idda feel pat antha Maya agi edenu heeg madudru ansuthe,Hate,Offensive_Targeted_Insult_Group
ext_00922,Making sakat ...,Non-Hate,Not_offensive
ext_00923,2020 best song,Non-Hate,Not_offensive
ext_00924,Super vodis soing,Non-Hate,Not_offensive
ext_00925,Most liked video song agutte ee Kannada Film industry li  Year,Non-Hate,Not_offensive
ext_00926,Punyathma andre evare,Non-Hate,Not_offensive
ext_00927,Tik tok almadidu aythu innu instagram alva anna nam support ede anna,Non-Hate,Not_offensive
ext_00928,Bro a game yavdu,Non-Hate,Not_offensive
ext_00929,Sara super Nivu holleya kalaviddaru Sara Nivu nuraru varusa chanagiri,Non-Hate,Not_offensive
ext_00930,Yaryaru matte nodtiddira like madi,Non-Hate,Not_offensive
ext_00931,Kolthogiro kobri mitai mukadavle na..?nYappa devre neenu ugidu uppakodralli no,Non-Hate,Not_offensive
ext_00932,Dboss abhimani aagi nange gotthilla esht sala e song nodidhini antha yarellla jasthi nodidhira like madrappa pls,Non-Hate,Not_offensive
ext_00933,Idu idu andre,Non-Hate,Not_offensive
ext_00934,Idu chaitre srustiso avatara,Non-Hate,Not_offensive
ext_00935,Super movie,Non-Hate,Not_offensive
ext_00936,Navu kuda speed edivi ....makklu uttisodrale ..love madodrale ...,Non-Hate,Not_offensive
ext_00937,Thuuuuuuuuuuuuuuuuuu Bindu gowda andre alpa swalpa maryade ide but why you only tiktok anta kelitumba asayya aytu avla mele,Hate,Offensive_Targeted_Insult_Individual
ext_00938,Pandavaru mamsa tinthidra,Non-Hate,Not_offensive
ext_00939,Rashmikage vs takkange ede e song super guru,Non-Hate,Not_offensive
ext_00940,Sir Bermuda triangle bagge video maadi,Non-Hate,Not_offensive
ext_00941,Please re- release madi movie..nodade eiroru tumba jana eidare .. wait madtidare theater alli nodoke.,Non-Hate,Not_offensive
ext_00942,Ivaribbarde daralli ellrigu ista agodu,Non-Hate,Not_offensive
ext_00943,Hands up-_if u like nHands up-_movie superhitnHands up-_record breakern Iddu hosa dakale shrutiso samaya ....,Non-Hate,Not_offensive
ext_00944,@Dayananda C lol antarjati vivaha adre caste fear iralla. Nanu a caste e caste anta vote hakkala yalla mixed hagirtare. Sariyadavrge vote haktare.  Jailge hogibandavrge hakkala,Non-Hate,Not_offensive
ext_00945,Sir nimma thumbnail sari illanNaanu ee film nodoke try madtiddini aadre bengaluralli ella kade 10,Hate,Offensive_Targeted_Insult_Individual
ext_00946,Lol darahan fans talking about quality 🤣🤣.,Hate,Offensive_Targeted_Insult_Group
ext_00947,Ninnantha mabb sulemaklige intha film artha aagalla bido nimmouna...,Hate,Offensive_Targeted_Insult_Individual
ext_00948,Idu charitre srushtiso avatara...n*A*S*N*nYar yaru movie nodi like agide,Non-Hate,Not_offensive
ext_00949,I am looking for Hindi song...,Non-Hate,Not_offensive
ext_00950,super dancenAnd alsonJai Vijaya prakesh,Non-Hate,Not_offensive
ext_00951,From ಯಶ್ fans,Non-Hate,Not_offensive
ext_00952,@Devikumari BK shata teriyak nodtidiya??,Hate,Offensive_Targeted_Insult_Individual
ext_00953,Kannadalli bandiro yella cinema December 27 kke hands up yidu charitre shrushtisu avatar annovru like madi,Non-Hate,Not_offensive
ext_00954,Bro tiktok ban agilla anta helta idare nija na,Non-Hate,Not_offensive
ext_00955,@funny videos  okay anna naale hogtini 🤣🤣🤣,Non-Hate,Not_offensive
ext_00956,Bere bashyalli anuvadha maadi,Non-Hate,Not_offensive
ext_00957,It deserves more like.....,Non-Hate,Not_offensive
ext_00958,Nanu nodhidhini uttar Pradesh forest,Non-Hate,Not_offensive
ext_00959,Super .  Siri kannada suprr song,Non-Hate,Not_offensive
ext_00960,Nimn Tarah Manisha Samaj ke Bhag you are great,Non-Hate,Not_offensive
ext_00961,super film guru,Non-Hate,Not_offensive
ext_00962,Super guru awesome video,Hate,Offensive_Targeted_Insult_Individual
ext_00963,@10 R Nim amman/akkan bagge baidna loude... Suvar gandu andre Neenu adkke baide... Ella nim DBabes Thara ne,Hate,Offensive_Targeted_Insult_Individual
ext_00964,Ide Tara ide Kate bere basheli bandre hododi nodteera Ade kannadadalli  bandre yakro nodalla ....,Hate,Offensive_Targeted_Insult_Other
ext_00965,Super means super,Non-Hate,Not_offensive
ext_00966,E bindu gowda en hucchu ididhia antha,Hate,Offensive_Targeted_Insult_Individual
ext_00967,Full rada rada macha henge navu,Non-Hate,Not_offensive
ext_00968,Nimge idu suit agolla sir,Non-Hate,Not_offensive
ext_00969,Neen yaro psyko irbeku adike hinge mathad tha idiya,Hate,Offensive_Targeted_Insult_Individual
ext_00970,Bro I m full support u,Non-Hate,Not_offensive
ext_00971,@Anil A hu niamman kalskodu keydu kolve baavi madi kalsthini olike eldu snana madkollivanthe thuldeepannan pans for a reason caste dogs 🤣,Hate,Offensive_Targeted_Insult_Individual
ext_00972,Nejwad deushya torishi eg heliddu,Hate,Offensive_Targeted_Insult_Group
ext_00973,Thandage thakka maga mado kelsa hemmenda madi all the best,Non-Hate,Not_offensive
ext_00974,Anirud superb yar....wat a thinking man .....,Non-Hate,Not_offensive
ext_00975,hudugru hidgiraagodu talent,Hate,Offensive_Targeted_Insult_Group
ext_00976,Super re pa,Non-Hate,Not_offensive
ext_00977,100 alla 200 million agutte,Non-Hate,Not_offensive
ext_00978,Shivu rajkumarnPunith rajkumarnRaghavendra rajkumarnAvvr ge chance kodda beku...pappa,Hate,Offensive_Targeted_Insult_Other
ext_00979,@Nagaraja P neenu devarannu nodidhiya?? Illa alva hagadre kai yake mugithi....?.devaru idhana antha thane...idhu kooda haagene,Hate,Offensive_Targeted_Insult_Individual
ext_00980,Avara sarvadhukaranu plus point adre Alli sarvadhikarirana deshada heligegaagi use maadiddare.,Non-Hate,Not_offensive
ext_00981,@Troll Stupid Fans war ge antha bandre nimmakkan minda naanu samskrutha innu start madilla ninge beku andre helu start madona,Hate,Offensive_Targeted_Insult_Individual
ext_00982,karthick s I said dislikers,Non-Hate,Not_offensive
ext_00983,Togari tippa keli tumba santosh ayita matte old is gold antaralll adu nija ayita,Non-Hate,Not_offensive
ext_00984,Telugu comments copy madbutta 🤦‍,Hate,Offensive_Targeted_Insult_Individual
ext_00985,Best cinema Dia,Non-Hate,Not_offensive
ext_00986,Bro nimgenu thale kettidiya film release agde video song bittidiralla  yella hal madkothira idunnella bittu channag promotions madi bere languages nalli,Hate,Offensive_Targeted_Insult_Individual
ext_00987,Nkn chindi rost guru....,Non-Hate,Not_offensive
ext_00988,Entaha adbhutava movie,Non-Hate,Not_offensive
ext_00989,tq kano,Non-Hate,Not_offensive
ext_00990,Hindi version yav channel alli release madidare.,Non-Hate,Not_offensive
ext_00991,Appu boss fan's like mdi,Non-Hate,Not_offensive
ext_00992,Tq from karnataka kiccha sudeep fans 🥰🥰🥰🥰🥰🤙🤩🤩,Non-Hate,Not_offensive
ext_00993,Ee film chennagide. Nanu nodide. Neevoo nodi.,Non-Hate,Not_offensive
ext_00994,Rakshith is copy paste star full remake madalla alli alli copy madatane,Hate,Offensive_Targeted_Insult_Individual
ext_00995,@10 R le suvar gandu,Hate,Offensive_Targeted_Insult_Individual
ext_00996,Idu remake alla kanappa,Non-Hate,Not_offensive
ext_00997,Supper song nanna  maga feverte song,Non-Hate,Not_offensive
ext_00998,Sak sak thika muchrole.. Aathara career change yenagalla laude nan makla hog kelsa nodi,Hate,Offensive_Targeted_Insult_Group
ext_00999,Bere movie Trailer nodi,Non-Hate,Not_offensive
ext_01000,Bindu Gowda idko nan Lowda.🤣,Hate,Offensive_Targeted_Insult_Individual
ext_01001,@sᴀɴᴅᴀʟᴡᴏᴏᴅ sᴛᴜᴅɪᴏ ᴍᴏᴠɪᴇs neen huttidh yav kuttige,Hate,Offensive_Targeted_Insult_Individual
ext_01002,totally nimmamman shaata,Hate,Offensive_Targeted_Insult_Individual
ext_01003,Rip for 1.8dislikers devaru nimma atmakke shanti kodli,Hate,Offensive_Targeted_Insult_Group
ext_01004,Sakat  agide song music,Non-Hate,Not_offensive
ext_01005,One man armye,Non-Hate,Not_offensive
ext_01006,Ayya Yappa Togari Tippa valyappa Yappa,Non-Hate,Not_offensive
ext_01007,Super age ede,Non-Hate,Not_offensive
ext_01008,Super agi ugididera,Non-Hate,Not_offensive
ext_01009,Most promising movie in my life... En adubuta acting madam. Nimdu.. Pratiyobbaru abhinya adbuta.. Konege kannalli neeru bandubidtu..dayavittu corona emergency adamele puna theatre hogi nodi,Non-Hate,Not_offensive
ext_01010,Chutiyaa Ganesh gintaa olle movie irutthe bidu guru idu. Ganesh ge olle swamake maadoke helu modlu,Hate,Offensive_Targeted_Insult_Individual
ext_01011,E varsha bad news Keli Keli saakagittu...first good news of 2020,Non-Hate,Not_offensive
ext_01012,dandega takka maga sirnjhevana annodu hege anta thorise kottavru neu sirnyellanhayaka natarante sokeman nevalla sir,Non-Hate,Not_offensive
ext_01013,ಉದಯ್ ಪವರ್ 0iijujuuiuu7jhu8,Non-Hate,Not_offensive
ext_01014,niv helid nija star antha bere akotidru karma,Non-Hate,Not_offensive
ext_01015,Ajanish sir superb music,Non-Hate,Not_offensive
ext_01016,Nanige thumba esta aytu chitrakate diya du love mocktail kinta tq keep it up,Hate,Offensive_Targeted_Insult_Group
ext_01017,ede tara mondeagute annru like madi,Non-Hate,Not_offensive
ext_01018,Yen song guru Superb,Non-Hate,Not_offensive
ext_01019,@Nandi Parthasarathi le randimagne modlu nimma appa amma hige mattadu kalisiddara modlu ninu mataadiddu aariti nodo hogo first,Hate,Offensive_Targeted_Insult_Individual
ext_01020,2019 Noduvaru like please.........,Non-Hate,Not_offensive
ext_01021,Entha promotion illa hindi realise agutta annode doubt,Hate,Offensive_Targeted_Insult_Group
ext_01022,Yenri sullu heltira fake fake fake fake fake,Hate,Offensive_Targeted_Insult_Individual
ext_01023,Nodarappa yaro heludrala ban yak madbeku antha,Non-Hate,Not_offensive
ext_01024,Super super super,Hate,Offensive_Targeted_Insult_Other
ext_01025,BEST SONG EVER,Non-Hate,Not_offensive
ext_01026,Tumba olle vishya tilsidira geleya ellaru prayatna madona,Non-Hate,Not_offensive
ext_01027,Pruthvi avre nim acting Super,Non-Hate,Not_offensive
ext_01028,@kushal kumar thankz hage insta alli follow madi,Non-Hate,Not_offensive
ext_01029,Bandiro 3 comment adru avalge andkondre adu ugiyakke madidiralla guru,Hate,Offensive_Targeted_Insult_Group
ext_01030,Ulti music and signature step,Non-Hate,Not_offensive
ext_01031,olle prayatnake olledagli Jai srimannarayana,Non-Hate,Not_offensive
ext_01032,Nice story togari tippa,Non-Hate,Not_offensive
ext_01033,Namma hero rakshit,Non-Hate,Not_offensive
ext_01034,My favorite  song,Non-Hate,Not_offensive
ext_01035,Tiktokers present situation... nನೋಡುವವರು ಯಾರು ನಮ್ಮ ವೀಡಿಯೋನೂ,Hate,Offensive_Targeted_Insult_Group
ext_01036,@its my opinion ಬಹಳ ಧನ್ಯವಾದಗಳು.....,Non-Hate,Not_offensive
ext_01037,Hejje hejjege tik tokers troll and roast maadi,Non-Hate,Not_offensive
ext_01038,avarige belesidorna thuliyodhu gottilla anda star patta bandamele friends na mariyodhu gottilla,Non-Hate,Not_offensive
ext_01039,Hi bro yav urruuuuuuu ninduuuu Kollegala na,Non-Hate,Not_offensive
ext_01040,neen yak guru aaa dagar rashmika ge compare madthiya,Hate,Offensive_Targeted_Insult_Individual
ext_01041,jAi D Bo'ss,Non-Hate,Not_offensive
ext_01042,idu charithre srishtisuva comment guru..,Non-Hate,Not_offensive
ext_01043,Flair gun  ge hondu like,Non-Hate,Not_offensive
ext_01044,ravikumara k g howdhu,Non-Hate,Not_offensive
ext_01045,Tik tok ban agleee beku,Non-Hate,Not_offensive
ext_01046,super song sir. rakshith shetty sahebara fans ella like madi.,Non-Hate,Not_offensive
ext_01047,@Rajesh Rao bari inta comments maadkond koothkoli....thuu inta cinema na kannadadalli prothsaha maadilla anta naachike aagbeku,Hate,Offensive_Targeted_Insult_Other
ext_01048,Super alla best bro,Non-Hate,Not_offensive
ext_01049,Namm boss vijayaprakhas  voice super,Non-Hate,Not_offensive
ext_01050,Eddane annodu nanna nambike.aadre ashvataamanige kannadada bartita anodu davtu,Non-Hate,Not_offensive
ext_01051,Guru super,Non-Hate,Not_offensive
ext_01052,Lo gaandu nan magne d boss fans yake sata tariyoke dislike madtara nBere avru nodi urkolokke en avru bucket and balegara fans he,Hate,Offensive_Targeted_Insult_Group
ext_01053,Nine modalu nine kone song,Hate,Offensive_Targeted_Insult_Individual
ext_01054,En helde guru it's true,Non-Hate,Not_offensive
ext_01055,@King of King yako istond urkond saytiyA burnal achko,Hate,Offensive_Targeted_Insult_Individual
ext_01056,Yenge nivu.... Kalru nivu,Non-Hate,Not_offensive
ext_01057,Innu swalpa Sanskrit nalli baybeku guru,Non-Hate,Not_offensive
ext_01058,@Sweekar Gowda Lo tukali,Hate,Offensive_Targeted_Insult_Individual
ext_01059,Egina youth's ge spoorthy sir nivu Devaru nimge ayyasu aarogya channagi kodli,Non-Hate,Not_offensive
ext_01060,Super Rakshith shetty sir,Non-Hate,Not_offensive
ext_01061,Kannadada matthondu maligallu,Non-Hate,Not_offensive
ext_01062,@DACCHU D BOSS naanu adanne hudukta idini 🤔,Non-Hate,Not_offensive
ext_01063,Super Guru neenu,Non-Hate,Not_offensive
ext_01064,Godiyaga isfet adatida,Non-Hate,Not_offensive
ext_01065,Fuck tik tokrs,Hate,Offensive_Targeted_Insult_Group
ext_01066,E video nodi Namma desha e stiti nodi bejar aytu nBangarada akki agidda bharatakke e paristi barabaradittu,Hate,Offensive_Targeted_Insult_Other
ext_01067,@Karthik Gowda Dacchu hmm aythu dagarge hosa award kodtini bandli star antha helbidu,Non-Hate,Not_offensive
ext_01068,Dislike madirovur rasmika panzgalu,Hate,Offensive_Targeted_Insult_Group
ext_01069,Bari shocki wala mosale kanniru,Hate,Offensive_Targeted_Insult_Other
ext_01070,@Vinay kumar eno bale pan e rangege urkondidiya ninge urdiro ranagge burnol ella agbaralla keralakko kollegalakko hogi nin thikke shaanthi madsu jotege nim balegaran karkond hogi thikke 2 chakkotha katsu next kaddi pileswan ge balance agutte enanthira bale pans now bale pans reaction hakro steppu 🤣,Hate,Offensive_Targeted_Insult_Individual
ext_01071,Spuerrrrrrrrr  songs,Non-Hate,Not_offensive
ext_01072,superrŕrrrrr  super vice sir,Non-Hate,Not_offensive
ext_01073,Bro adru evaga bere language enda open madkond use madtaidaralla bro 🤦‍....thumba janridare nam jana e tara vishyadalli..haladavru🤦‍,Hate,Offensive_Targeted_Insult_Group
ext_01074,Suprb song rakhit shety karnataka boss,Non-Hate,Not_offensive
ext_01075,@Arman Babu anna ... thappu thilibedi.  I APPRECIATE YOUR KIND NATURE.  jai kannada. Happy Sunday .,Non-Hate,Not_offensive
ext_01076,Konegu Rakshith shety kainal Dance madsok AVNE barbrkitu nYaaaaravnu ~~~~~~~ #ASN,Non-Hate,Not_offensive
ext_01077,sakath bro,Non-Hate,Not_offensive
ext_01078,Idhu bari bogus,Hate,Offensive_Targeted_Insult_Other
ext_01079,@MOVIES BOX innu baiko..... naan yen avn fan alla🤣.... avn film fan ashte,Hate,Offensive_Targeted_Insult_Individual
ext_01080,I feel jasti bitta kottri... Bari  lyrical video sakagittu,Hate,Offensive_Targeted_Insult_Group
ext_01081,Super tippa story,Non-Hate,Not_offensive
ext_01082,Sir nanu thumba chikkavanu adru harsthini sir naa bhagavantha nimna haraisali,Hate,Offensive_Targeted_Insult_Individual
ext_01083,D Boss support idre sinima gellutte no doubt,Hate,Offensive_Targeted_Insult_Group
ext_01084,Kai kesaradare bai masaru supper ser,Non-Hate,Not_offensive
ext_01085,@VARAPRASAD K K guru yaru yargu kadime illa,Hate,Offensive_Targeted_Insult_Individual
ext_01086,God bless you Sir..nNimage olleyadagali ........,Non-Hate,Not_offensive
ext_01087,Nange bahala novaytu nannamele yakandre nanu  Diyaa moviena thetoralli nodilla adakke please realise onse again nanu nodtin Mathe janru nodtare please,Non-Hate,Not_offensive
ext_01088,Rashmika ge Burnol Thankodrappa!!,Hate,Offensive_Targeted_Insult_Individual
ext_01089,Yalla trolles evaga nim Kelsa madi yaru Ennu tiktok use madthidhare avrge troll madi nnDheshana ulskoloke agdhe eldhoru enna charector Hege ulskothare nodona,Non-Hate,Not_offensive
ext_01090,Hands up  super song,Non-Hate,Not_offensive
ext_01091,Wonderfull super amazing song superrrrrrrrr,Non-Hate,Not_offensive
ext_01092,Bro tiktok ban agide adhre barute ide swalpa settings ge hogi Language Change madi  Barute,Hate,Offensive_Targeted_Insult_Other
ext_01093,Neev mado pratiyond videos galu mukake ekda tegdu oddag irutte bidi bro and nim voicenim big fan agbitidivi bro......,Non-Hate,Not_offensive
ext_01094,ಗುರು ulti movie Superb Chindi,Non-Hate,Not_offensive
ext_01095,Sandalwood all dairecters legends,Non-Hate,Not_offensive
ext_01096,@Vasantha Setty illi gojjekesari Yash du nayinu musalla,Hate,Offensive_Targeted_Insult_Individual
ext_01097,Hahahaha  LoL nIdiot beggar get lost.,Hate,Offensive_Targeted_Insult_Other
ext_01098,Nyc trailer praju,Non-Hate,Not_offensive
ext_01099,Yakri janagalna dari tapso kelsa madtira,Hate,Offensive_Targeted_Insult_Group
ext_01100,Anna e game yavadu,Non-Hate,Not_offensive
ext_01101,sr u r great sr nimage Kannada chitrarangadalli avakashagalu sigalli sr sudeep sr darashan sr mattu yesh sr plz yella Kannada hirogalu nim pilimagalalli avakashagalu  kudri plz plz plz  plz plz,Non-Hate,Not_offensive
ext_01102,Actually idu idu chanagirodu,Non-Hate,Not_offensive
ext_01103,Chang illa movie,Non-Hate,Not_offensive
ext_01104,Super bro nin ello erbekithu,Non-Hate,Not_offensive
ext_01105,@sᴀɴᴅᴀʟᴡᴏᴏᴅ sᴛᴜᴅɪᴏ ᴍᴏᴠɪᴇs boli magane nin appan third a,Hate,Offensive_Targeted_Insult_Individual
ext_01106,Last nalli  heldalla guru superr,Non-Hate,Not_offensive
ext_01107,OIlle thana.....olleyavrige eegina kaladalli nijwaglu bele illa.....enidru anyaya,Non-Hate,Not_offensive
ext_01108,Super song asn bgm,Non-Hate,Not_offensive
ext_01109,Super rakshith sir,Non-Hate,Not_offensive
ext_01110,USA brand but aduna produce madoke USA ali skilled labour ilvala aduke china davru madtarennApple mobile togondru china ke income hogute,Non-Hate,Not_offensive
ext_01111,@ಕನ್ಫೂಸ್ ಆತ್ಮ houdu huliyaa,Non-Hate,Not_offensive
ext_01112,Yar namblila Andru nan nambthini nambikene jeevna,Non-Hate,Not_offensive
ext_01113,Super duper..Film    Bust of luck... Prajval Devaraja..... Darling..   Days..,Non-Hate,Not_offensive
ext_01114,ASN movie is too good..,Non-Hate,Not_offensive
ext_01115,song matra lit agide,Non-Hate,Not_offensive
ext_01116,Superb chennag heludri frnd🤣🤣Nam hatra tik tok app illa,Non-Hate,Not_offensive
ext_01117,@#win 12 nodidini sir,Non-Hate,Not_offensive
ext_01118,Ista aythu chhannagide,Non-Hate,Not_offensive
ext_01119,Nimma Swabhimani jeevanakkondu Salam siryou are great than many others,Non-Hate,Not_offensive
ext_01120,elru phone le nodthare manele adke yaru takis ge bandu nodthilla nanu kuda phone le nodiddu tam tam app inda ella new films dwld madkondu manele nodthare so adke yaru takis ge barthilla ansuthe,Hate,Offensive_Targeted_Insult_Other
ext_01121,Salute to sandalwood,Non-Hate,Not_offensive
ext_01122,Nanu eduvaregu tik tok app install kuda madilla nan phone alli. Bro ede tara videos madi tik tok alli saitirorna ennomme tik tok hesar keladre bhaya padbeku aaa tara rost madi bro,Non-Hate,Not_offensive
ext_01123,Keli kadiruva bandhavarenBhuviyalli avana aritavarenYarilla bidi,Non-Hate,Not_offensive
ext_01124,Nim maaathu elrugu kelsohagididdre thumba olledagtitthu ....,Non-Hate,Not_offensive
ext_01125,@Sammy Gunda s bro,Non-Hate,Not_offensive
ext_01126,Re release madi,Non-Hate,Not_offensive
ext_01127,Dislike madiroru rashmika kade avre erbeku!,Hate,Offensive_Targeted_Insult_Group
ext_01128,Enu guru song saktha kick kodtha edae..super ASN,Non-Hate,Not_offensive
ext_01129,Super guru shivumagod@gmail.com,Non-Hate,Not_offensive
ext_01130,Kushi avare nimma mele thumba love aagide . Great acting,Non-Hate,Not_offensive
ext_01131,Bladey piracy madidara yallaru Alli node status hakidara movie yalli theatre alli yar nodatara first telegram ban madabaku,Hate,Offensive_Targeted_Insult_Group
ext_01132,Tik tok ban madirodrinda yargadru bejaragi frustration agidre bandu nan tun  undbidri samadaana agbahdu ella Andre Nim helna neeve tindbidi soo mindri mundera adra madorgu nimgu no changes e comment ge yalla Hindustan supporters reply maadinnChaina support madorge yav Tara k beku,Hate,Offensive_Targeted_Insult_Group
ext_01133,E game yavadu bro,Non-Hate,Not_offensive
ext_01134,Nijavaglu belakaythu Shankar sir,Non-Hate,Not_offensive
ext_01135,Yes bro avaga song ajneesh sir voice alli ittu,Hate,Offensive_Targeted_Insult_Individual
ext_01136,Marketing sariyaagi maadrappa istondu olle movie ge ingadre henge very imp marketing,Hate,Offensive_Targeted_Insult_Group
ext_01137,Song super step ennu super,Non-Hate,Not_offensive
ext_01138,Super song Vijay Prakash,Non-Hate,Not_offensive
ext_01139,Thanks ellakade link Sher madi nTukali kushmikage hattiro kobbanna elisi,Hate,Offensive_Targeted_Insult_Other
ext_01140,1000 ne like nandhe brother,Non-Hate,Not_offensive
ext_01141,ಯಾಕೆ dislike ಮಾಡ್ತಾರೆ ಮರೆ? Addicted,Non-Hate,Not_offensive
ext_01142,Hands Up antha Rashmika goskara bardang ide,Non-Hate,Not_offensive
ext_01143,@ನಾನು ನೀನು Thank you bro..,Non-Hate,Not_offensive
ext_01144,Dislike madidorella bevarsi TikTokers..thika urkondavre Burnol kodrooo🤣🤣🤣🤣🤣🤣,Hate,Offensive_Targeted_Insult_Group
ext_01145,Agadre no 3 yaru,Non-Hate,Not_offensive
ext_01146,Sir ee varshada sikshanada bagge tilisi,Non-Hate,Not_offensive
ext_01147,Yakappa yenaytu.. movie swalpa length jasti adre movie chennagide.,Non-Hate,Not_offensive
ext_01148,Super bro ban agide valedu,Non-Hate,Not_offensive
ext_01149,Your are great man ದೇವರು ಚೇನಗೀ.ಇಟ್ಟಿರಿಲ್ಲಿ wonder full man,Non-Hate,Not_offensive
ext_01150,@Thejas Gowda Lee sulemagane   fans Kade ಇಂದ ಸಪೋರ್ಟ್ ಅಂದರೆ,Hate,Offensive_Targeted_Insult_Group
ext_01151,Ee  boli maklige deshakoskara1 app delete madakkaglilla,Hate,Offensive_Targeted_Insult_Other
ext_01152,Super anno,Non-Hate,Not_offensive
ext_01153,@VARAPRASAD K K neen tunne chipake kayak illa,Hate,Offensive_Targeted_Insult_Individual
ext_01154,Super sir nivu nigavgllu nivu igienanLove fellore hudegiriegi supirthie sir,Non-Hate,Not_offensive
ext_01155,Nam kannada industry yav industry gu kadime illa maaraya...,Non-Hate,Not_offensive
ext_01156,Sundara vada camedey,Non-Hate,Not_offensive
ext_01157,Edu public mistake alla bidi evara mistake edu.one week ga 11 films release adre jana yavdanta nododu.Its totally mistake of film makers planning,Hate,Offensive_Targeted_Insult_Group
ext_01158,Move chenagi irli hero ge olledagli  tumbane kasta padta I dareP,Non-Hate,Not_offensive
ext_01159,Kannadigaralli oggattu illa fanism jasthi aytu,Hate,Offensive_Targeted_Insult_Other
ext_01160,Charitree shrushtisoo avatara!!!,Non-Hate,Not_offensive
ext_01161,Iddane idu nanna nabike,Hate,Offensive_Targeted_Insult_Individual
ext_01162,@Dhee Pu adu hachchagannda allappa achchakannada,Hate,Offensive_Targeted_Insult_Individual
ext_01163,Look like a shankarnag,Non-Hate,Not_offensive
ext_01164,Avanige savilla adre evagu edana,Non-Hate,Not_offensive
ext_01165,Chinna app Delete madi pla,Hate,Offensive_Targeted_Insult_Other
ext_01166,Estu dena yelli eddru guru e music director nSuper duper music,Non-Hate,Not_offensive
ext_01167,@Nandi Parthasarathi ನಿನ್ ammun,Hate,Offensive_Targeted_Insult_Individual
ext_01168,Avne Dodda copy,Hate,Offensive_Targeted_Insult_Individual
ext_01169,Jai D Bossssss,Non-Hate,Not_offensive
ext_01170,Who like rakshit Shety hit like,Non-Hate,Not_offensive
ext_01171,Nakkan idhu subject Andre eevag heltheeni industry change aagthide... Thousand times better than Jaatre films of sarjas...,Hate,Offensive_Targeted_Insult_Other
ext_01172,Barli guru innondu video sakaglilla begaaaaaaaaaaa....,Non-Hate,Not_offensive
ext_01173,Like madi link share madi,Non-Hate,Not_offensive
ext_01174,Anna nanu dhevara hathra kellkonthini   E movie success kandu   nimma cini journey yalli life turning movie aglli antha ....GUD LUCK BRO ...JAI HANUMAN   SUPPORT FROM D BOSS ABIMAANI,Non-Hate,Not_offensive
ext_01175,Sir mobile gala bage video madi bro,Non-Hate,Not_offensive
ext_01176,D boss movie henge irli fans hatrikk maadtare pakka,Non-Hate,Not_offensive
ext_01177,Ulti music suuuper,Non-Hate,Not_offensive
ext_01178,Guruve en creative sharanu love u kannadiga,Non-Hate,Not_offensive
ext_01179,FULL BENKI VIDEO,Non-Hate,Not_offensive
ext_01180,Rakshith...Nan yakda dboss dabba Nan Maga,Hate,Offensive_Targeted_Insult_Individual
ext_01181,@Muniraj Munira nice  songs,Non-Hate,Not_offensive
ext_01182,Dislike madidavar rashmika fans irbek,Hate,Offensive_Targeted_Insult_Group
ext_01183,Avane Srimannarayana Trailer-BGM n          Re-Createdn,Non-Hate,Not_offensive
ext_01184,Adege astondu currect aagi heltira madam,Non-Hate,Not_offensive
ext_01185,Namma yalla sarkara nu hage ide bidi..,Hate,Offensive_Targeted_Insult_Group
ext_01186,Matte yake hakidira,Non-Hate,Not_offensive
ext_01187,idu.. idu.. channagirodu andrenbenki boss nivu,Non-Hate,Not_offensive
ext_01188,@Raja Vishnuvardhana ningen problem guru,Hate,Offensive_Targeted_Insult_Group
ext_01189,Mast roast madidi anna,Non-Hate,Not_offensive
ext_01190,Asom song Vijaya prkasha,Non-Hate,Not_offensive
ext_01191,Jai rakshith shetty,Non-Hate,Not_offensive
ext_01192,Super sir nim anthoru Nam Kannada industry ge beku namma Kannada industrya kirty patake ellade harabeku belibeku,Non-Hate,Not_offensive
ext_01193,Nice song avane srimannarayana,Non-Hate,Not_offensive
ext_01194,@Nandi Parthasarathi ನಿಮ್ಮ ಅಪ್ಪ ಗಂಡ್ಸ...?? 🤔🤔🤔,Hate,Offensive_Targeted_Insult_Individual
ext_01195,@Chirag CHIRU le child chapati gala..... artha maadkolli..... film chennagidre yaar hero ne irli.... naan nodtini.... nim booos aagli,Hate,Offensive_Targeted_Insult_Group
ext_01196,Super guru 🤩🤩🤩🤩🤩,Non-Hate,Not_offensive
ext_01197,yarella shivaji surathkal nodidira,Non-Hate,Not_offensive
